date,pm2_5,pm10,nitrogen_dioxide,sulphur_dioxide,carbon_monoxide,ozone,temp,humidity,wind_speed,aqi_pm25,aqi_pm10,aqi,month,day,day_of_week,pm2_5_lag_1d,pm2_5_lag_2d,aqi_lag_1d
2024-01-03,40.72,64.11,28.08,21.95,677.54,96.58,20.75,55.04,10.48,114,56,114,1,3,2,40.39,38.56,113
2024-01-04,38.77,61.87,16.5,15.97,495.83,106.29,19.9,45.0,17.06,109,54,109,1,4,3,40.72,40.39,114
2024-01-05,53.94,90.04,21.82,19.75,642.0,100.96,19.31,52.29,12.22,146,68,146,1,5,4,38.77,40.72,109
2024-01-06,47.54,76.74,14.2,18.46,633.21,106.88,19.72,53.12,19.18,131,62,131,1,6,5,53.94,38.77,146
2024-01-07,43.48,66.77,12.95,20.59,692.12,111.21,19.15,51.71,18.29,121,57,121,1,7,6,47.54,53.94,131
2024-01-08,44.36,67.23,28.92,22.26,914.12,104.38,19.18,55.08,12.01,123,57,123,1,8,0,43.48,47.54,121
2024-01-09,37.12,58.91,13.8,16.68,622.96,103.38,18.99,48.33,18.76,105,53,105,1,9,1,44.36,43.48,123
2024-01-10,37.12,56.47,18.86,19.7,656.5,101.83,18.26,45.71,14.03,105,52,105,1,10,2,37.12,44.36,105
2024-01-11,33.21,50.49,36.54,22.67,842.88,74.88,17.83,50.04,9.18,95,47,95,1,11,3,37.12,37.12,105
2024-01-12,37.01,55.14,54.25,27.95,866.38,59.42,18.42,49.96,9.14,105,51,105,1,12,4,33.21,37.12,95
2024-01-13,34.01,53.77,49.01,13.92,840.04,52.62,18.43,76.12,9.43,97,50,97,1,13,5,37.01,33.21,105
2024-01-14,29.63,60.12,41.17,14.54,662.88,71.71,20.47,79.62,8.04,88,54,88,1,14,6,34.01,37.01,97
2024-01-15,54.85,99.8,35.49,18.89,819.88,80.83,19.54,71.71,9.66,149,73,149,1,15,0,29.63,34.01,88
2024-01-16,25.31,67.37,28.73,7.27,438.42,66.42,22.2,78.17,12.27,79,57,79,1,16,1,54.85,29.63,149
2024-01-17,46.78,88.85,31.68,20.24,687.29,80.17,22.08,57.96,13.95,129,68,129,1,17,2,25.31,54.85,79
2024-01-18,61.12,96.7,26.12,25.98,871.42,111.96,20.62,51.71,11.89,154,72,154,1,18,3,46.78,25.31,129
2024-01-19,54.07,86.82,46.93,30.67,1053.54,100.71,20.06,48.92,10.35,147,67,147,1,19,4,61.12,46.78,154
2024-01-20,55.86,93.49,49.95,22.88,1182.25,89.0,20.42,78.04,8.49,151,70,151,1,20,5,54.07,61.12,147
2024-01-21,50.72,86.92,53.51,24.52,1013.38,80.42,21.13,62.38,10.5,138,67,138,1,21,6,55.86,54.07,151
2024-01-22,52.31,90.92,48.75,20.53,1023.21,79.71,20.18,66.33,9.55,142,69,142,1,22,0,50.72,55.86,138
2024-01-23,42.88,80.89,34.48,16.95,659.17,79.79,20.6,68.62,10.06,119,64,119,1,23,1,52.31,50.72,142
2024-01-24,54.45,98.59,35.0,27.28,828.96,88.71,18.76,59.92,9.54,148,73,148,1,24,2,42.88,52.31,119
2024-01-25,59.6,105.92,47.52,23.09,1041.5,71.5,19.13,70.04,9.88,153,76,153,1,25,3,54.45,42.88,148
2024-01-26,54.82,92.44,34.84,21.04,804.54,88.04,20.22,60.21,13.2,149,70,149,1,26,4,59.6,54.45,153
2024-01-27,60.23,96.16,26.64,21.71,869.21,109.46,20.5,50.29,15.04,153,71,153,1,27,5,54.82,59.6,149
2024-01-28,54.33,90.81,21.52,19.78,823.0,100.29,19.41,65.88,11.18,147,69,147,1,28,6,60.23,54.82,153
2024-01-29,23.88,50.06,18.9,5.96,357.04,75.83,22.78,75.54,12.65,76,46,76,1,29,0,54.33,60.23,147
2024-01-30,24.22,74.54,24.12,7.26,375.12,63.38,22.12,80.96,8.87,76,61,76,1,30,1,23.88,54.33,76
2024-01-31,22.5,61.41,20.55,6.3,344.62,71.12,22.72,79.58,12.11,73,54,73,1,31,2,24.22,23.88,76
2024-02-01,27.92,87.57,22.7,9.95,384.08,78.29,22.87,62.92,10.88,84,67,84,2,1,3,22.5,24.22,73
2024-02-02,40.77,134.67,27.67,11.32,409.92,59.79,23.18,73.25,6.35,114,90,114,2,2,4,27.92,22.5,84
2024-02-03,35.24,91.79,32.36,10.67,519.0,46.29,21.85,76.33,17.53,100,69,100,2,3,5,40.77,27.92,114
2024-02-04,24.11,79.16,20.28,5.21,321.17,71.0,22.84,79.54,12.99,76,63,76,2,4,6,35.24,40.77,100
2024-02-05,26.34,48.83,27.38,11.32,481.38,79.0,21.41,77.38,11.12,81,45,81,2,5,0,24.11,35.24,76
2024-02-06,24.36,53.72,26.5,10.25,451.08,84.08,21.5,73.0,10.45,77,50,77,2,6,1,26.34,24.11,81
2024-02-07,31.97,68.64,21.11,11.82,445.54,79.38,22.52,60.33,12.65,93,58,93,2,7,2,24.36,26.34,77
2024-02-08,28.35,52.65,24.01,13.42,482.04,89.92,20.75,44.17,15.01,85,49,85,2,8,3,31.97,24.36,93
2024-02-09,26.86,53.35,32.55,11.87,575.83,74.96,19.39,55.21,10.5,82,49,82,2,9,4,28.35,31.97,85
2024-02-10,25.3,53.36,30.27,11.03,496.79,85.04,21.3,66.5,10.93,79,49,79,2,10,5,26.86,28.35,82
2024-02-11,25.73,44.95,27.98,13.35,483.96,88.21,21.38,41.04,10.8,80,42,80,2,11,6,25.3,26.86,79
2024-02-12,32.77,50.9,36.23,16.04,624.33,84.75,21.55,38.88,12.25,94,47,94,2,12,0,25.73,25.3,80
2024-02-13,38.82,64.32,45.88,21.24,752.5,69.0,21.22,45.92,8.33,109,56,109,2,13,1,32.77,25.73,94
2024-02-14,43.79,73.55,50.07,20.42,938.88,68.42,21.25,49.88,10.62,121,60,121,2,14,2,38.82,32.77,109
2024-02-15,48.2,79.58,51.82,17.63,955.04,71.62,21.35,54.25,10.26,132,63,132,2,15,3,43.79,38.82,121
2024-02-16,36.86,60.19,52.72,17.28,863.21,65.12,22.22,39.62,12.48,104,54,104,2,16,4,48.2,43.79,132
2024-02-17,30.86,50.01,44.56,15.1,730.0,70.92,21.98,45.96,11.89,90,46,90,2,17,5,36.86,48.2,104
2024-02-18,15.05,27.9,13.01,5.4,289.42,86.5,23.08,74.17,21.43,57,26,57,2,18,6,30.86,36.86,90
2024-02-19,17.84,44.53,8.98,3.75,254.33,95.42,24.68,75.88,26.52,63,41,63,2,19,0,15.05,30.86,57
2024-02-20,20.8,49.03,11.39,4.77,258.17,99.33,23.52,75.08,17.19,69,45,69,2,20,1,17.84,15.05,63
2024-02-21,19.73,55.63,13.17,5.02,289.88,105.62,23.39,69.62,18.52,67,51,67,2,21,2,20.8,17.84,69
2024-02-22,18.83,68.15,22.14,8.06,372.38,84.75,23.21,40.38,13.46,65,58,65,2,22,3,19.73,20.8,67
2024-02-23,29.91,87.19,36.75,14.75,636.75,86.21,20.9,37.46,10.65,88,67,88,2,23,4,18.83,19.73,65
2024-02-24,19.2,64.54,17.83,10.09,338.88,98.12,22.33,53.79,10.85,66,56,66,2,24,5,29.91,18.83,88
2024-02-25,23.25,53.19,26.48,13.54,478.25,77.5,22.79,39.96,14.12,74,49,74,2,25,6,19.2,29.91,66
2024-02-26,21.69,48.69,8.32,10.13,287.08,111.42,23.32,29.42,28.39,71,45,71,2,26,0,23.25,19.2,74
2024-02-27,34.83,69.88,8.84,12.44,334.62,106.67,21.46,46.54,30.77,99,58,99,2,27,1,21.69,23.25,71
2024-02-28,27.39,62.66,13.59,13.66,386.04,110.58,22.98,41.21,19.01,83,55,83,2,28,2,34.83,21.69,99
2024-02-29,23.58,61.84,16.98,13.06,401.92,106.67,24.0,42.5,12.21,75,54,75,2,29,3,27.39,34.83,83
2024-03-01,25.38,63.49,21.8,9.03,445.12,88.04,21.35,72.21,10.12,79,55,79,3,1,4,23.58,27.39,75
2024-03-02,21.02,83.4,8.91,6.9,240.25,81.08,17.57,50.21,23.12,70,65,70,3,2,5,25.38,23.58,79
2024-03-03,33.8,119.99,12.2,10.46,262.25,87.04,16.02,39.17,18.44,97,83,97,3,3,6,21.02,25.38,70
2024-03-04,29.39,79.82,21.76,15.63,421.38,83.75,17.46,46.33,10.37,87,63,87,3,4,0,33.8,21.02,97
2024-03-05,22.32,46.4,21.36,14.37,403.83,84.42,19.94,28.88,14.65,73,43,73,3,5,1,29.39,33.8,87
2024-03-06,21.05,49.43,15.8,15.25,362.21,105.46,20.36,36.75,12.08,70,46,70,3,6,2,22.32,29.39,73
2024-03-07,22.35,60.06,16.49,11.32,332.58,98.79,22.52,57.46,12.34,73,54,73,3,7,3,21.05,22.32,70
2024-03-08,28.26,56.23,24.43,16.32,487.54,97.79,22.79,48.54,11.72,85,52,85,3,8,4,22.35,21.05,73
2024-03-09,32.16,60.36,28.29,16.57,537.12,95.42,23.31,40.33,12.43,93,54,93,3,9,5,28.26,22.35,85
2024-03-10,43.98,90.81,34.82,22.89,631.29,84.79,21.76,49.54,10.97,122,69,122,3,10,6,32.16,28.26,93
2024-03-11,22.93,56.3,14.85,8.11,326.08,86.75,22.68,70.71,13.68,74,52,74,3,11,0,43.98,32.16,122
2024-03-12,18.38,38.7,15.82,8.35,302.5,75.5,23.08,81.79,13.32,64,36,64,3,12,1,22.93,43.98,74
2024-03-13,26.13,91.02,11.66,6.1,248.04,84.75,24.91,57.5,20.58,81,69,81,3,13,2,18.38,22.93,64
2024-03-14,42.98,130.56,19.52,13.51,358.67,91.08,23.6,29.92,16.99,119,88,119,3,14,3,26.13,18.38,81
2024-03-15,24.95,48.15,24.63,10.25,418.54,89.33,24.44,35.71,13.34,78,45,78,3,15,4,42.98,26.13,119
2024-03-16,25.85,59.89,22.4,10.0,378.58,92.38,24.94,35.83,14.28,80,53,80,3,16,5,24.95,42.98,78
2024-03-17,19.94,48.14,17.95,10.78,338.21,101.67,26.52,28.83,13.63,67,45,67,3,17,6,25.85,24.95,80
2024-03-18,22.18,49.19,20.86,12.81,390.0,106.0,26.5,36.5,12.81,72,46,72,3,18,0,19.94,25.85,67
2024-03-19,16.65,54.86,18.97,6.98,328.33,76.92,26.62,55.75,15.25,61,51,61,3,19,1,22.18,19.94,72
2024-03-20,22.91,72.43,25.68,9.32,440.71,84.79,25.8,66.42,12.43,74,60,74,3,20,2,16.65,22.18,61
2024-03-21,25.62,61.34,17.04,5.94,311.04,78.5,26.64,53.21,17.49,79,54,79,3,21,3,22.91,16.65,74
2024-03-22,23.92,56.09,11.35,5.11,266.83,90.42,26.3,69.67,21.0,76,52,76,3,22,4,25.62,22.91,79
2024-03-23,22.18,71.01,13.12,5.42,253.42,76.38,25.93,80.75,17.54,72,59,72,3,23,5,23.92,25.62,76
2024-03-24,20.6,58.06,13.82,4.98,250.54,71.12,26.76,72.83,18.08,69,53,69,3,24,6,22.18,23.92,72
2024-03-25,20.29,56.15,18.93,7.57,334.5,84.58,27.08,67.33,15.14,68,52,68,3,25,0,20.6,22.18,69
2024-03-26,17.42,40.69,15.37,5.6,287.25,70.29,27.62,66.25,16.51,62,38,62,3,26,1,20.29,20.6,68
2024-03-27,19.31,61.43,13.47,5.35,259.88,75.75,26.95,72.96,17.33,66,54,66,3,27,2,17.42,20.29,62
2024-03-28,12.39,41.61,14.73,5.5,282.42,105.96,27.69,56.04,19.13,52,39,52,3,28,3,19.31,17.42,66
2024-03-29,23.92,78.92,12.92,5.98,275.04,107.04,25.27,67.54,17.58,76,63,76,3,29,4,12.39,19.31,52
2024-03-30,30.19,107.82,9.01,4.5,225.25,96.21,25.31,70.92,21.9,89,77,89,3,30,5,23.92,12.39,76
2024-03-31,46.72,159.02,16.7,9.88,325.67,105.62,27.09,54.46,13.53,129,103,129,3,31,6,30.19,23.92,89
2024-04-01,31.68,96.08,18.25,8.92,334.96,93.33,25.96,61.79,14.42,92,71,92,4,1,0,46.72,30.19,129
2024-04-02,22.71,59.82,9.94,5.21,225.46,102.58,26.21,72.08,19.2,73,53,73,4,2,1,31.68,46.72,92
2024-04-03,33.3,108.53,11.79,6.62,297.42,126.67,26.12,78.38,17.58,96,77,96,4,3,2,22.71,31.68,73
2024-04-04,17.5,56.44,14.14,5.88,282.5,111.12,26.68,67.33,17.67,62,52,62,4,4,3,33.3,22.71,96
2024-04-05,17.48,57.01,11.87,5.53,261.25,111.62,27.25,58.12,21.16,62,52,62,4,5,4,17.5,33.3,62
2024-04-06,15.3,49.0,12.02,5.76,263.46,119.21,26.71,60.25,19.76,58,45,58,4,6,5,17.48,17.5,62
2024-04-07,19.14,51.16,16.92,6.56,306.96,100.12,26.41,75.79,17.11,66,47,66,4,7,6,15.3,17.48,58
2024-04-08,19.37,52.28,18.88,6.47,345.21,100.08,27.17,67.92,13.65,66,48,66,4,8,0,19.14,15.3,66
2024-04-09,13.9,33.46,17.17,5.73,312.83,84.04,27.86,56.58,17.54,55,31,55,4,9,1,19.37,19.14,66
2024-04-10,17.08,40.63,14.92,6.13,265.75,61.21,26.57,76.04,16.08,61,38,61,4,10,2,13.9,19.37,55
2024-04-11,17.78,45.78,17.46,6.6,289.21,79.33,26.25,80.21,12.15,63,42,63,4,11,3,17.08,13.9,61
2024-04-12,13.38,35.54,15.1,6.38,260.79,69.88,26.95,76.71,16.99,54,33,54,4,12,4,17.78,17.08,63
2024-04-13,14.41,45.93,13.42,5.42,225.42,61.04,27.88,77.62,14.63,56,43,56,4,13,5,13.38,17.78,54
2024-04-14,25.63,111.98,21.41,14.49,291.71,51.83,26.58,80.5,7.53,79,79,79,4,14,6,14.41,13.38,56
2024-04-15,22.35,73.21,19.06,8.47,314.21,57.71,26.36,75.92,10.99,73,60,73,4,15,0,25.63,14.41,79
2024-04-16,21.68,72.06,17.06,14.82,288.12,71.12,28.07,73.0,12.61,71,59,71,4,16,1,22.35,25.63,73
2024-04-17,24.6,62.84,20.37,14.2,349.04,83.12,28.84,56.54,10.53,77,55,77,4,17,2,21.68,22.35,71
2024-04-18,22.79,86.12,9.66,5.31,189.96,63.92,27.2,78.08,18.28,73,66,73,4,18,3,24.6,21.68,77
2024-04-19,25.62,57.39,6.31,3.92,206.71,113.21,26.68,70.67,26.15,79,52,79,4,19,4,22.79,24.6,73
2024-04-20,21.69,48.68,8.25,4.58,231.42,111.21,27.74,66.12,21.3,71,45,71,4,20,5,25.62,22.79,79
2024-04-21,23.31,54.32,9.19,4.79,233.71,98.92,27.5,71.62,21.79,75,51,75,4,21,6,21.69,25.62,71
2024-04-22,20.46,57.55,8.47,4.09,196.04,70.5,27.53,75.54,23.85,69,52,69,4,22,0,23.31,21.69,75
2024-04-23,19.8,56.55,9.14,4.52,201.42,78.79,27.31,78.67,19.8,67,52,67,4,23,1,20.46,23.31,69
2024-04-24,19.32,51.11,10.2,5.12,216.96,72.79,27.31,78.25,18.34,66,47,66,4,24,2,19.8,20.46,67
2024-04-25,16.59,46.14,11.09,4.7,216.21,67.75,27.38,79.08,21.09,60,43,60,4,25,3,19.32,19.8,66
2024-04-26,16.82,65.68,8.03,4.22,200.08,77.12,28.08,75.12,23.05,61,56,61,4,26,4,16.59,19.32,60
2024-04-27,15.91,60.03,10.24,4.81,219.83,75.92,27.74,76.58,19.07,59,53,59,4,27,5,16.82,16.59,61
2024-04-28,18.02,66.27,11.41,6.21,225.25,77.79,28.41,74.79,20.12,63,57,63,4,28,6,15.91,16.82,59
2024-04-29,26.88,118.33,13.52,6.3,259.79,90.0,30.62,41.92,20.31,82,82,82,4,29,0,18.02,15.91,63
2024-04-30,30.21,127.33,12.13,6.57,255.67,102.29,30.72,36.62,21.78,89,87,89,4,30,1,26.88,18.02,82
2024-05-01,35.11,146.83,13.22,9.28,257.62,100.46,29.62,20.92,20.24,99,96,99,5,1,2,30.21,26.88,89
2024-05-02,38.18,114.87,17.26,11.54,325.38,108.21,28.76,55.12,14.73,108,81,108,5,2,3,35.11,30.21,99
2024-05-03,17.51,52.98,11.58,5.72,231.08,62.0,29.05,70.92,21.97,62,49,62,5,3,4,38.18,35.11,108
2024-05-04,21.47,48.56,8.29,4.38,207.88,79.75,29.09,69.71,25.25,71,45,71,5,4,5,17.51,38.18,62
2024-05-05,18.22,48.96,7.37,3.89,191.42,64.71,28.8,74.17,22.94,64,45,64,5,5,6,21.47,17.51,71
2024-05-06,15.11,60.69,10.5,4.58,208.5,69.5,29.98,65.54,21.05,57,54,57,5,6,0,18.22,21.47,64
2024-05-07,17.72,62.09,12.7,5.65,237.25,76.33,30.08,67.04,18.74,63,55,63,5,7,1,15.11,18.22,57
2024-05-08,9.32,31.94,11.78,5.67,205.25,61.17,29.56,77.92,17.41,39,30,39,5,8,2,17.72,15.11,63
2024-05-09,9.9,33.53,10.12,5.54,194.96,55.75,29.58,79.96,18.49,41,31,41,5,9,3,9.32,17.72,39
2024-05-10,11.94,41.93,10.07,6.28,210.67,58.38,29.25,78.29,15.31,50,39,50,5,10,4,9.9,9.32,41
2024-05-11,16.37,58.64,10.42,7.28,206.58,68.29,29.18,76.0,13.95,60,53,60,5,11,5,11.94,9.9,50
2024-05-12,15.38,68.15,11.48,7.55,222.0,85.58,29.55,77.12,14.41,58,58,58,5,12,6,16.37,11.94,60
2024-05-13,19.26,100.32,12.8,8.19,225.92,79.88,29.22,79.38,13.92,66,73,73,5,13,0,15.38,16.37,58
2024-05-14,19.13,66.63,15.13,8.65,241.12,82.5,29.05,75.62,12.89,66,57,66,5,14,1,19.26,15.38,73
2024-05-15,13.99,38.88,11.38,5.92,197.46,75.42,30.56,67.29,16.54,55,36,55,5,15,2,19.13,19.26,66
2024-05-16,15.57,39.38,12.44,5.6,231.38,67.29,30.05,70.12,17.97,58,36,58,5,16,3,13.99,19.13,55
2024-05-17,16.53,48.39,11.84,4.97,231.38,68.79,30.83,69.12,19.53,60,45,60,5,17,4,15.57,13.99,58
2024-05-18,11.09,27.88,11.19,4.75,219.0,66.62,31.29,67.38,19.99,46,26,46,5,18,5,16.53,15.57,60
2024-05-19,8.52,25.05,10.47,5.15,186.29,53.21,30.1,75.5,18.95,36,23,36,5,19,6,11.09,16.53,46
2024-05-20,10.32,37.36,8.95,4.38,186.08,60.25,30.9,75.58,22.58,43,35,43,5,20,0,8.52,11.09,36
2024-05-21,14.65,65.62,9.67,4.82,206.17,67.88,31.35,73.83,21.7,56,56,56,5,21,1,10.32,8.52,43
2024-05-22,14.9,56.18,10.23,5.13,211.29,70.83,31.55,70.75,22.84,57,52,57,5,22,2,14.65,10.32,56
2024-05-23,14.98,46.48,10.36,5.08,212.04,71.62,30.93,74.08,20.76,57,43,57,5,23,3,14.9,14.65,57
2024-05-24,13.59,37.0,10.07,5.67,188.04,75.83,30.7,76.92,21.47,54,34,54,5,24,4,14.98,14.9,57
2024-05-25,17.55,58.13,10.63,5.84,188.25,79.67,30.68,79.04,19.25,62,53,62,5,25,5,13.59,14.98,54
2024-05-26,18.65,56.13,8.72,4.75,178.79,71.88,30.92,77.46,22.2,65,52,65,5,26,6,17.55,13.59,62
2024-05-27,22.09,71.29,7.3,4.05,163.83,69.42,30.93,78.12,26.85,72,59,72,5,27,0,18.65,17.55,65
2024-05-28,18.78,56.03,6.31,3.47,155.42,65.42,31.2,75.25,30.3,65,52,65,5,28,1,22.09,18.65,72
2024-05-29,20.89,82.38,7.88,3.78,179.33,75.67,32.85,63.54,30.64,69,65,69,5,29,2,18.78,22.09,65
2024-05-30,18.33,64.31,9.6,5.16,189.96,76.42,32.9,67.54,21.35,64,56,64,5,30,3,20.89,18.78,69
